"Mod name","Registry name","Item ID","Display name"
"Ars Nouveau","ars_nouveau:arcane_ore",6336,"Arcane Ore"
"Ars Nouveau","ars_nouveau:arcane_pedestal",6339,"Arcane Pedestal"
"Ars Nouveau","ars_nouveau:arcane_relay",6344,"Mana Relay"
"Ars Nouveau","ars_nouveau:arcane_relay_splitter",6347,"Mana Splitter"
"Ars Nouveau","ars_nouveau:arcane_road",6343,"block.ars_nouveau.arcane_road"
"Ars Nouveau","ars_nouveau:arcane_stone",6354,"Arcane Stone"
"Ars Nouveau","ars_nouveau:archmage_boots",6286,"Archmage Boots"
"Ars Nouveau","ars_nouveau:archmage_hood",6289,"Archmage Hood"
"Ars Nouveau","ars_nouveau:archmage_leggings",6287,"Archmage Leggings"
"Ars Nouveau","ars_nouveau:archmage_robes",6288,"Archmage Robes"
"Ars Nouveau","ars_nouveau:archmage_spell_book",6292,"Archmage Spell Book"
"Ars Nouveau","ars_nouveau:archwood_button",6382,"Archwood Button"
"Ars Nouveau","ars_nouveau:archwood_door",6389,"Archwood Door"
"Ars Nouveau","ars_nouveau:archwood_fence",6388,"Archwood Fence"
"Ars Nouveau","ars_nouveau:archwood_fence_gate",6385,"Archwood Fence Gate"
"Ars Nouveau","ars_nouveau:archwood_planks",6380,"Archwood Planks"
"Ars Nouveau","ars_nouveau:archwood_pressure_plate",6387,"Archwood Pressure Plate"
"Ars Nouveau","ars_nouveau:archwood_slab",6384,"Archwood Slab"
"Ars Nouveau","ars_nouveau:archwood_stairs",6383,"Archwood Stairs"
"Ars Nouveau","ars_nouveau:archwood_trapdoor",6386,"Archwood Trapdoor"
"Ars Nouveau","ars_nouveau:belt_of_levitation",6295,"Belt of Levitation"
"Ars Nouveau","ars_nouveau:belt_of_unstable_gifts",6276,"Belt of Unstable Gifts"
"Ars Nouveau","ars_nouveau:blank_glyph",6264,"Blank Glyph"
"Ars Nouveau","ars_nouveau:blank_parchment",6312,"Blank Parchment"
"Ars Nouveau","ars_nouveau:blaze_fiber",6269,"Blaze Fiber"
"Ars Nouveau","ars_nouveau:blue_archwood_leaves",6364,"Cascading Archwood Leaves"
"Ars Nouveau","ars_nouveau:blue_archwood_log",6365,"Cascading Archwood Log"
"Ars Nouveau","ars_nouveau:blue_archwood_sapling",6366,"Cascading Archwood Sapling"
"Ars Nouveau","ars_nouveau:blue_archwood_wood",6367,"Cascading Archwood Wood"
"Ars Nouveau","ars_nouveau:bucket_of_mana",6277,"Mana Bucket"
"Ars Nouveau","ars_nouveau:carbuncle_charm",6299,"Carbuncle Charm"
"Ars Nouveau","ars_nouveau:carbuncle_se",13444,"Carbuncle Spawn Egg"
"Ars Nouveau","ars_nouveau:carbuncle_shards",6300,"Carbuncle Shards"
"Ars Nouveau","ars_nouveau:creative_mana_jar",6360,"Creative Mana Jar"
"Ars Nouveau","ars_nouveau:creative_spell_book",6293,"Creative Spell Book"
"Ars Nouveau","ars_nouveau:crystallizer",6348,"Crystallizer"
"Ars Nouveau","ars_nouveau:debug",6260,"item.ars_nouveau.debug"
"Ars Nouveau","ars_nouveau:deny_scroll",6311,"Item Scroll: Deny"
"Ars Nouveau","ars_nouveau:dominion_wand",6262,"Dominion Wand"
"Ars Nouveau","ars_nouveau:dull_trinket",6265,"Dull Trinket"
"Ars Nouveau","ars_nouveau:enchanters_shield",6328,"Enchanter's Shield"
"Ars Nouveau","ars_nouveau:enchanters_sword",6329,"Enchanter's Sword"
"Ars Nouveau","ars_nouveau:enchanting_apparatus",6338,"Enchanting Apparatus"
"Ars Nouveau","ars_nouveau:end_fiber",6270,"End Fiber"
"Ars Nouveau","ars_nouveau:experience_gem",6326,"Experience Gem"
"Ars Nouveau","ars_nouveau:glyph_accelerate",6202,"Glyph of Accelerate"
"Ars Nouveau","ars_nouveau:glyph_amplify",6223,"Glyph of Amplify"
"Ars Nouveau","ars_nouveau:glyph_aoe",6242,"Glyph of AOE"
"Ars Nouveau","ars_nouveau:glyph_aquatic",6245,"Glyph of Aquatic"
"Ars Nouveau","ars_nouveau:glyph_blink",6222,"Glyph of Blink"
"Ars Nouveau","ars_nouveau:glyph_break",6233,"Glyph of Break"
"Ars Nouveau","ars_nouveau:glyph_cold_snap",6192,"Glyph of Cold Snap"
"Ars Nouveau","ars_nouveau:glyph_conjure_water",6218,"Glyph of Conjure Water"
"Ars Nouveau","ars_nouveau:glyph_craft",6191,"Glyph of Craft"
"Ars Nouveau","ars_nouveau:glyph_crush",6198,"Glyph of Crush"
"Ars Nouveau","ars_nouveau:glyph_cut",6219,"Glyph of Cut"
"Ars Nouveau","ars_nouveau:glyph_dampen",6207,"Glyph of Dampen"
"Ars Nouveau","ars_nouveau:glyph_delay",6211,"Glyph of Delay"
"Ars Nouveau","ars_nouveau:glyph_dispel",6236,"Glyph of Dispel"
"Ars Nouveau","ars_nouveau:glyph_duration_down",6213,"Glyph of Duration Down"
"Ars Nouveau","ars_nouveau:glyph_ender_inventory",6238,"Glyph of Access Ender Inventory"
"Ars Nouveau","ars_nouveau:glyph_exchange",6214,"Glyph of Exchange"
"Ars Nouveau","ars_nouveau:glyph_explosion",6240,"Glyph of Explosion"
"Ars Nouveau","ars_nouveau:glyph_extend_time",6226,"Glyph of Extend Time"
"Ars Nouveau","ars_nouveau:glyph_extract",6210,"Glyph of Extract"
"Ars Nouveau","ars_nouveau:glyph_fangs",6241,"Glyph of Fangs"
"Ars Nouveau","ars_nouveau:glyph_fell",6225,"Glyph of Fell"
"Ars Nouveau","ars_nouveau:glyph_flare",6188,"Glyph of Flare"
"Ars Nouveau","ars_nouveau:glyph_fortune",6232,"Glyph of Fortune"
"Ars Nouveau","ars_nouveau:glyph_freeze",6196,"Glyph of Freeze"
"Ars Nouveau","ars_nouveau:glyph_glide",13443,"Glyph of Glide"
"Ars Nouveau","ars_nouveau:glyph_gravity",6243,"Glyph of Gravity"
"Ars Nouveau","ars_nouveau:glyph_grow",6206,"Glyph of Grow"
"Ars Nouveau","ars_nouveau:glyph_gust",6248,"Glyph of Knockback"
"Ars Nouveau","ars_nouveau:glyph_harm",6220,"Glyph of Harm"
"Ars Nouveau","ars_nouveau:glyph_harvest",6231,"Glyph of Harvest"
"Ars Nouveau","ars_nouveau:glyph_haste",6237,"Glyph of Speed"
"Ars Nouveau","ars_nouveau:glyph_heal",6227,"Glyph of Heal"
"Ars Nouveau","ars_nouveau:glyph_hex",6203,"Glyph of Hex"
"Ars Nouveau","ars_nouveau:glyph_ignite",6187,"Glyph of Ignite"
"Ars Nouveau","ars_nouveau:glyph_intangible",6186,"Glyph of Intangible"
"Ars Nouveau","ars_nouveau:glyph_interact",6221,"Glyph of Interact"
"Ars Nouveau","ars_nouveau:glyph_invisibility",6209,"Glyph of Invisibility"
"Ars Nouveau","ars_nouveau:glyph_launch",6235,"Glyph of Launch"
"Ars Nouveau","ars_nouveau:glyph_leap",6228,"Glyph of Leap"
"Ars Nouveau","ars_nouveau:glyph_light",6212,"Glyph of Light"
"Ars Nouveau","ars_nouveau:glyph_lightning",6205,"Glyph of Lightning"
"Ars Nouveau","ars_nouveau:glyph_phantom_block",6224,"Glyph of Phantom"
"Ars Nouveau","ars_nouveau:glyph_pickup",6234,"Glyph of Item Pickup"
"Ars Nouveau","ars_nouveau:glyph_pierce",6230,"Glyph of Pierce"
"Ars Nouveau","ars_nouveau:glyph_place_block",6215,"Glyph of Place Block"
"Ars Nouveau","ars_nouveau:glyph_press",6335,"Glyph Press"
"Ars Nouveau","ars_nouveau:glyph_projectile",6246,"Glyph of Projectile"
"Ars Nouveau","ars_nouveau:glyph_pull",6239,"Glyph of Pull"
"Ars Nouveau","ars_nouveau:glyph_redstone_signal",6229,"Glyph of Redstone Signal"
"Ars Nouveau","ars_nouveau:glyph_rune",6193,"Glyph of Rune"
"Ars Nouveau","ars_nouveau:glyph_self",6244,"Glyph of Self"
"Ars Nouveau","ars_nouveau:glyph_shield",6217,"Glyph of Shield"
"Ars Nouveau","ars_nouveau:glyph_slowfall",6195,"Glyph of Slowfall"
"Ars Nouveau","ars_nouveau:glyph_smelt",6199,"Glyph of Smelt"
"Ars Nouveau","ars_nouveau:glyph_snare",6194,"Glyph of Snare"
"Ars Nouveau","ars_nouveau:glyph_split",6197,"Glyph of Split"
"Ars Nouveau","ars_nouveau:glyph_strength",6190,"Glyph of Strength"
"Ars Nouveau","ars_nouveau:glyph_summon_decoy",6200,"Glyph of Summon Decoy"
"Ars Nouveau","ars_nouveau:glyph_summon_steed",6201,"Glyph of Summon Steed"
"Ars Nouveau","ars_nouveau:glyph_summon_vex",6204,"Glyph of Summon Vex"
"Ars Nouveau","ars_nouveau:glyph_summon_wolves",6216,"Glyph of Summon Wolves"
"Ars Nouveau","ars_nouveau:glyph_touch",6208,"Glyph of Touch"
"Ars Nouveau","ars_nouveau:glyph_underfoot",6189,"Glyph of Underfoot"
"Ars Nouveau","ars_nouveau:glyph_wither",6247,"Glyph of Wither"
"Ars Nouveau","ars_nouveau:greater_experience_gem",6327,"Greater Experience Gem"
"Ars Nouveau","ars_nouveau:green_archwood_leaves",6372,"Flourishing Archwood Leaves"
"Ars Nouveau","ars_nouveau:green_archwood_log",6373,"Flourishing Archwood Log"
"Ars Nouveau","ars_nouveau:green_archwood_sapling",6374,"Flourishing Archwood Sapling"
"Ars Nouveau","ars_nouveau:green_archwood_wood",6375,"Flourishing Archwood Wood"
"Ars Nouveau","ars_nouveau:jar_of_light",6297,"Jar of Light"
"Ars Nouveau","ars_nouveau:lava_lily",6357,"Lava Lily"
"Ars Nouveau","ars_nouveau:light_block",6331,"Light"
"Ars Nouveau","ars_nouveau:magic_clay",6267,"Magic Clay"
"Ars Nouveau","ars_nouveau:mana_berry",6358,"Source Berry"
"Ars Nouveau","ars_nouveau:mana_bloom",6271,"Mana Bloom"
"Ars Nouveau","ars_nouveau:mana_bloom_crop",6337,"Mana Bloom Seed"
"Ars Nouveau","ars_nouveau:mana_condenser",6332,"Mana Condenser"
"Ars Nouveau","ars_nouveau:mana_fiber",6272,"Mana Fiber"
"Ars Nouveau","ars_nouveau:mana_gem",6309,"Mana Gem"
"Ars Nouveau","ars_nouveau:mana_gem_block",6398,"Mana Gem Block"
"Ars Nouveau","ars_nouveau:mana_jar",6333,"Mana Jar"
"Ars Nouveau","ars_nouveau:marvelous_clay",6266,"Marvelous Clay"
"Ars Nouveau","ars_nouveau:mundane_belt",6273,"Mundane Belt"
"Ars Nouveau","ars_nouveau:mythical_clay",6268,"Mythical Clay"
"Ars Nouveau","ars_nouveau:novice_boots",6278,"Novice Boots"
"Ars Nouveau","ars_nouveau:novice_hood",6281,"Novice Hood"
"Ars Nouveau","ars_nouveau:novice_leggings",6279,"Novice Leggings"
"Ars Nouveau","ars_nouveau:novice_robes",6280,"Novice Robes"
"Ars Nouveau","ars_nouveau:novice_spell_book",6290,"Novice Spell Book"
"Ars Nouveau","ars_nouveau:phantom_block",6330,"Phantom Block"
"Ars Nouveau","ars_nouveau:pierce_arrow",6317,"Augment Arrow: Pierce"
"Ars Nouveau","ars_nouveau:portal",6346,"Warp Portal"
"Ars Nouveau","ars_nouveau:potion_flask",6323,"Potion Flask"
"Ars Nouveau","ars_nouveau:potion_flask_amplify",6325,"Enchanted Potion Flask: Amplify"
"Ars Nouveau","ars_nouveau:potion_flask_extend_time",6324,"Enchanted Potion Flask: Extend Time"
"Ars Nouveau","ars_nouveau:potion_jar",6399,"Potion Jar"
"Ars Nouveau","ars_nouveau:potion_melder",6400,"Potion Melder"
"Ars Nouveau","ars_nouveau:purple_archwood_leaves",6368,"Vexing Archwood Leaves"
"Ars Nouveau","ars_nouveau:purple_archwood_log",6369,"Vexing Archwood Log"
"Ars Nouveau","ars_nouveau:purple_archwood_sapling",6370,"Vexing Archwood Sapling"
"Ars Nouveau","ars_nouveau:purple_archwood_wood",6371,"Vexing Archwood Wood"
"Ars Nouveau","ars_nouveau:red_archwood_leaves",6376,"Blazing Archwood Leaves"
"Ars Nouveau","ars_nouveau:red_archwood_log",6377,"Blazing Archwood Log"
"Ars Nouveau","ars_nouveau:red_archwood_sapling",6378,"Blazing Archwood Sapling"
"Ars Nouveau","ars_nouveau:red_archwood_wood",6379,"Blazing Archwood Wood"
"Ars Nouveau","ars_nouveau:ring_of_amplify",6294,"Ring of Amplify"
"Ars Nouveau","ars_nouveau:ring_of_greater_discount",6303,"Ring of Greater Discount"
"Ars Nouveau","ars_nouveau:ring_of_lesser_discount",6302,"Ring of Lesser Discount"
"Ars Nouveau","ars_nouveau:ring_of_potential",6275,"Ring of Potential"
"Ars Nouveau","ars_nouveau:ritual",6381,"Ritual Brazier"
"Ars Nouveau","ars_nouveau:ritual_burrowing",6254,"Tablet of Burrowing"
"Ars Nouveau","ars_nouveau:ritual_challenge",6255,"Tablet of Challenge"
"Ars Nouveau","ars_nouveau:ritual_cloudshaping",6256,"Tablet of Cloudshaping"
"Ars Nouveau","ars_nouveau:ritual_disintegration",6257,"Tablet of Disintegration"
"Ars Nouveau","ars_nouveau:ritual_fertility",6253,"Tablet of Fertility"
"Ars Nouveau","ars_nouveau:ritual_moonfall",6252,"Tablet of Moonfall"
"Ars Nouveau","ars_nouveau:ritual_overgrowth",6251,"Tablet of Overgrowth"
"Ars Nouveau","ars_nouveau:ritual_restoration",6259,"Tablet of Restoration"
"Ars Nouveau","ars_nouveau:ritual_scrying",6249,"Tablet of Scrying"
"Ars Nouveau","ars_nouveau:ritual_sunrise",6250,"Tablet of Sunrise"
"Ars Nouveau","ars_nouveau:ritual_warping",6258,"Tablet of Warping"
"Ars Nouveau","ars_nouveau:rune",6345,"Rune"
"Ars Nouveau","ars_nouveau:runic_chalk",6263,"Runic Chalk"
"Ars Nouveau","ars_nouveau:sas_alternating",6405,"Arcane Brick: Smooth Alternating"
"Ars Nouveau","ars_nouveau:sas_ashlar",6406,"Arcane Brick: Smooth Ashlar"
"Ars Nouveau","ars_nouveau:sas_basket",6401,"Arcane Brick: Smooth Basket"
"Ars Nouveau","ars_nouveau:sas_clover",6402,"Arcane Brick: Smooth Clover"
"Ars Nouveau","ars_nouveau:sas_herring",6403,"Arcane Brick: Smooth Herring"
"Ars Nouveau","ars_nouveau:sas_mosaic",6404,"Arcane Brick: Smooth Mosaic"
"Ars Nouveau","ars_nouveau:sconce",6407,"Magelight Sconce"
"Ars Nouveau","ars_nouveau:scribes_table",6342,"Scribes Table"
"Ars Nouveau","ars_nouveau:spell_bow",6316,"Enchanter's Bow"
"Ars Nouveau","ars_nouveau:spell_parchment",6304,"Spell Parchment"
"Ars Nouveau","ars_nouveau:spell_turret",6355,"Spell Turret"
"Ars Nouveau","ars_nouveau:split_arrow",6318,"Augment Arrow: Split"
"Ars Nouveau","ars_nouveau:stripped_blue_archwood_log",6390,"Stripped Cascading Archwood Log"
"Ars Nouveau","ars_nouveau:stripped_blue_archwood_wood",6391,"Stripped Cascading Archwood Wood"
"Ars Nouveau","ars_nouveau:stripped_green_archwood_log",6392,"Stripped Flourishing Archwood Log"
"Ars Nouveau","ars_nouveau:stripped_green_archwood_wood",6393,"Stripped Flourishing Archwood Wood"
"Ars Nouveau","ars_nouveau:stripped_purple_archwood_log",6396,"Stripped Vexing Archwood Log"
"Ars Nouveau","ars_nouveau:stripped_purple_archwood_wood",6397,"Stripped Vexing Archwood Wood"
"Ars Nouveau","ars_nouveau:stripped_red_archwood_log",6394,"Stripped Blazing Archwood Log"
"Ars Nouveau","ars_nouveau:stripped_red_archwood_wood",6395,"Stripped Blazing Archwood Wood"
"Ars Nouveau","ars_nouveau:summoning_crystal",6340,"Summoning Crystal"
"Ars Nouveau","ars_nouveau:sylph_charm",6308,"Sylph Charm"
"Ars Nouveau","ars_nouveau:sylph_se",13445,"Sylph Spawn Egg"
"Ars Nouveau","ars_nouveau:sylph_shards",6307,"Sylph Shards"
"Ars Nouveau","ars_nouveau:void_jar",6315,"Jar of Voiding"
"Ars Nouveau","ars_nouveau:volcanic_accumulator",6356,"Volcanic Accumulator"
"Ars Nouveau","ars_nouveau:wand",6314,"Casting Wand"
"Ars Nouveau","ars_nouveau:warding_stone",6334,"Warding Stone"
"Ars Nouveau","ars_nouveau:warp_scroll",6296,"Warp Scroll"
"Ars Nouveau","ars_nouveau:whelp_charm",6261,"Whelp Charm"
"Ars Nouveau","ars_nouveau:wilden_guardian_se",13447,"Wilden Guardian Spawn Egg"
"Ars Nouveau","ars_nouveau:wilden_horn",6320,"Wilden Horn"
"Ars Nouveau","ars_nouveau:wilden_hunter_se",13446,"Wilden Hunter Spawn Egg"
"Ars Nouveau","ars_nouveau:wilden_spike",6322,"Wilden Spike"
"Ars Nouveau","ars_nouveau:wilden_stalker_se",13448,"Wilden Stalker Spawn Egg"
"Ars Nouveau","ars_nouveau:wilden_wing",6321,"Wilden Wing"
"Ars Nouveau","ars_nouveau:wixie_cauldron",6359,"Wixie Cauldron"
"Ars Nouveau","ars_nouveau:wixie_charm",6301,"Wixie Charm"
"Ars Nouveau","ars_nouveau:wixie_shards",6313,"Wixie Shards"
"Ars Nouveau","ars_nouveau:worn_notebook",6298,"Worn Notebook"
"Blood Magic","bloodmagic:accelerationrune",6565,"Acceleration Rune"
"Blood Magic","bloodmagic:activationcrystalawakened",6680,"Awakened Activation Crystal"
"Blood Magic","bloodmagic:activationcrystalcreative",6681,"Creative Activation Crystal"
"Blood Magic","bloodmagic:activationcrystalweak",6679,"Weak Activation Crystal"
"Blood Magic","bloodmagic:airritualstone",6568,"Air Ritual Stone"
"Blood Magic","bloodmagic:airscribetool",6682,"Inscription Tool: Air"
"Blood Magic","bloodmagic:airsigil",6666,"Air Sigil"
"Blood Magic","bloodmagic:alchemicalreactionchamber",6574,"Alchemical Reaction Chamber"
"Blood Magic","bloodmagic:alchemytable",6581,"Alchemy Table"
"Blood Magic","bloodmagic:altar",6580,"Blood Altar"
"Blood Magic","bloodmagic:altarcapacityrune",6562,"Rune of Capacity"
"Blood Magic","bloodmagic:apprenticebloodorb",6652,"Apprentice Blood Orb"
"Blood Magic","bloodmagic:arcaneashes",6669,"Arcane Ashes"
"Blood Magic","bloodmagic:basemonstersoul",6701,"Demon Will"
"Blood Magic","bloodmagic:basemonstersoul_corrosive",6702,"Demon Will"
"Blood Magic","bloodmagic:basemonstersoul_destructive",6703,"Demon Will"
"Blood Magic","bloodmagic:basemonstersoul_steadfast",6704,"Demon Will"
"Blood Magic","bloodmagic:basemonstersoul_vengeful",6705,"Demon Will"
"Blood Magic","bloodmagic:basiccuttingfluid",6719,"Basic Cutting Fluid"
"Blood Magic","bloodmagic:bettercapacityrune",6563,"Rune of Augmented Capacity"
"Blood Magic","bloodmagic:blankrune",6557,"Blank Rune"
"Blood Magic","bloodmagic:blankslate",6658,"Blank Slate"
"Blood Magic","bloodmagic:bloodlightsigil",6667,"Sigil of the Blood Lamp"
"Blood Magic","bloodmagic:bloodstonebrick",6578,"Bloodstone Brick"
"Blood Magic","bloodmagic:bow_power_anointment",6625,"Iron Tip"
"Blood Magic","bloodmagic:chargingrune",6566,"Charging Rune"
"Blood Magic","bloodmagic:coalsand",6735,"Coal Sand"
"Blood Magic","bloodmagic:corrosivecrystal",6708,"Corrosive Will Crystal"
"Blood Magic","bloodmagic:corrosivedemoncrystal",6613,"Corrosive Crystal Cluster"
"Blood Magic","bloodmagic:corrupted_dust",6737,"item.bloodmagic.corrupted_dust"
"Blood Magic","bloodmagic:corrupted_tinydust",6738,"item.bloodmagic.corrupted_tinydust"
"Blood Magic","bloodmagic:crystalline_resonator",6718,"Crystalline Resonator"
"Blood Magic","bloodmagic:daggerofsacrifice",6670,"Dagger of Sacrifice"
"Blood Magic","bloodmagic:defaultcrystal",6707,"Demon Will Crystal"
"Blood Magic","bloodmagic:deforester_charge",6596,"Deforester Charge"
"Blood Magic","bloodmagic:demoncrucible",6575,"Demon Crucible"
"Blood Magic","bloodmagic:demoncrystallizer",6576,"Demon Crystallizer"
"Blood Magic","bloodmagic:demonslate",6661,"Demonic Slate"
"Blood Magic","bloodmagic:demonwillgauge",6712,"item.bloodmagic.demonwillgauge"
"Blood Magic","bloodmagic:destructivecrystal",6710,"Destructive Will Crystal"
"Blood Magic","bloodmagic:destructivedemoncrystal",6614,"Destructive Crystal Cluster"
"Blood Magic","bloodmagic:dislocationrune",6561,"Displacement Rune"
"Blood Magic","bloodmagic:divinationsigil",6655,"Divination Sigil"
"Blood Magic","bloodmagic:doubt_bucket",6650,"item.bloodmagic.doubt_bucket"
"Blood Magic","bloodmagic:dungeon_brick1",6628,"Demon Bricks"
"Blood Magic","bloodmagic:dungeon_brick2",6629,"Offset Demon Bricks"
"Blood Magic","bloodmagic:dungeon_brick3",6630,"Long Demon Bricks"
"Blood Magic","bloodmagic:dungeon_brick_assorted",6631,"Assorted Demon Bricks"
"Blood Magic","bloodmagic:dungeon_brick_gate",6645,"Demon Brick Gate"
"Blood Magic","bloodmagic:dungeon_brick_stairs",6638,"Demon Brick Stairs"
"Blood Magic","bloodmagic:dungeon_brick_wall",6643,"Demon Brick Wall"
"Blood Magic","bloodmagic:dungeon_eye",6633,"Demon Eye"
"Blood Magic","bloodmagic:dungeon_metal",6648,"block.bloodmagic.dungeon_metal"
"Blood Magic","bloodmagic:dungeon_ore",6647,"Demonite"
"Blood Magic","bloodmagic:dungeon_pillar_cap",6642,"Demon Stone Pillar Cap"
"Blood Magic","bloodmagic:dungeon_pillar_center",6640,"Demon Stone Pillar"
"Blood Magic","bloodmagic:dungeon_pillar_special",6641,"Accented Demon Stone Pillar"
"Blood Magic","bloodmagic:dungeon_polished",6634,"Polished Demon Stone"
"Blood Magic","bloodmagic:dungeon_polished_gate",6646,"Demon Stone Gate"
"Blood Magic","bloodmagic:dungeon_polished_stairs",6639,"Demon Stone Stairs"
"Blood Magic","bloodmagic:dungeon_polished_wall",6644,"Demon Stone Wall"
"Blood Magic","bloodmagic:dungeon_smallbrick",6637,"Small Demon Bricks"
"Blood Magic","bloodmagic:dungeon_stone",6632,"Demon Stone"
"Blood Magic","bloodmagic:dungeon_tester",6741,"item.bloodmagic.dungeon_tester"
"Blood Magic","bloodmagic:dungeon_tile",6635,"Demon Stone Tiles"
"Blood Magic","bloodmagic:dungeon_tilespecial",6636,"Accented Demon Stone Tiles"
"Blood Magic","bloodmagic:duskritualstone",6572,"Dusk Ritual Stone"
"Blood Magic","bloodmagic:duskscribetool",6686,"Inscription Tool: Dusk"
"Blood Magic","bloodmagic:earthritualstone",6571,"Earth Ritual Stone"
"Blood Magic","bloodmagic:earthscribetool",6685,"Inscription Tool: Earth"
"Blood Magic","bloodmagic:ethereal_mimic",6592,"block.bloodmagic.ethereal_mimic"
"Blood Magic","bloodmagic:etherealslate",6662,"Ethereal Slate"
"Blood Magic","bloodmagic:experiencebook",6673,"Tome of Peritia"
